# newdoc id = bar_tweet_1279077789564653569
# sent_id = bar_tweet_1279077789564653569-1
# text = Öha #kulikitaka da kannst wirklich bloß noch fragen : Hams Eich ins Hirn gschissn .
Öha	O
#kulikitaka	B-WOA
da	O
kannst	O
wirklich	O
bloß	O
noch	O
fragen	O
:	O
Hams	O
Eich	O
ins	O
Hirn	O
gschissn	O
.	O

# sent_id = bar_tweet_1279077789564653569-2
# text = So'n brunzdumm kann man gar nicht sein .
So'n	O
brunzdumm	O
kann	O
man	O
gar	O
nicht	O
sein	O
.	O

# sent_id = bar_tweet_1279077789564653569-3
# text = Lassds de Viecher in Ruah IHR Rindviecher .
Lassds	O
de	O
Viecher	O
in	O
Ruah	O
IHR	O
Rindviecher	O
.	O

# newdoc id = bar_tweet_1645447959599783936
# sent_id = bar_tweet_1645447959599783936-1
# text = @mention Dacht I mir scho
@mention	O
Dacht	O
I	O
mir	O
scho	O

# newdoc id = bar_tweet_1659552729927237636
# sent_id = bar_tweet_1659552729927237636-1
# text = @mention @mention Und i hob denkt , des waarad da Kosakenzipfe gwen ...
@mention	O
@mention	O
Und	O
i	O
hob	O
denkt	O
,	O
des	O
waarad	O
da	O
Kosakenzipfe	B-WOA
gwen	O
...	O

# newdoc id = bar_tweet_812582917847339008
# sent_id = bar_tweet_812582917847339008-1
# text = Meine Kinda ham Wellensittiche zur Pflege gnumma damit a Klassenkameradin in Urlaub fahrn ko .
Meine	O
Kinda	O
ham	O
Wellensittiche	O
zur	O
Pflege	O
gnumma	O
damit	O
a	O
Klassenkameradin	O
in	O
Urlaub	O
fahrn	O
ko	O
.	O

# sent_id = bar_tweet_812582917847339008-2
# text = I moan i wanda aus .
I	O
moan	O
i	O
wanda	O
aus	O
.	O

# newdoc id = bar_tweet_923094246994915329
# sent_id = bar_tweet_923094246994915329-1
# text = I bin aus Niederbayan , i hob koane Emozionen .
I	O
bin	O
aus	O
Niederbayan	B-LOC
,	O
i	O
hob	O
koane	O
Emozionen	O
.	O

# sent_id = bar_tweet_923094246994915329-2
# text = Bei uns gibts freilaffade Wölf , i hob a Messa .
Bei	O
uns	O
gibts	O
freilaffade	O
Wölf	O
,	O
i	O
hob	O
a	O
Messa	O
.	O

# newdoc id = bar_tweet_1462765400463134723
# sent_id = bar_tweet_1462765400463134723-1
# text = @mention " Eine Bevorratung ist sicher sinnvoll , von Hamstern raten wir ab " Ham die den ganzn Woaz zamgfressn , de Luada ? 🐹
@mention	O
"	O
Eine	O
Bevorratung	O
ist	O
sicher	O
sinnvoll	O
,	O
von	O
Hamstern	O
raten	O
wir	O
ab	O
"	O
Ham	O
die	O
den	O
ganzn	O
Woaz	O
zamgfressn	O
,	O
de	O
Luada	O
?	O
🐹	O

# newdoc id = bar_tweet_1601138783239360516
# sent_id = bar_tweet_1601138783239360516-1
# text = @mention @mention Weils alle koa g'scheits Soizbuagarisch könnan . ☝️
@mention	O
@mention	O
Weils	O
alle	O
koa	O
g'scheits	O
Soizbuagarisch	B-LANG
könnan	O
.	O
☝️	O

# newdoc id = bar_tweet_1467797363649650688
# sent_id = bar_tweet_1467797363649650688-1
# text = @mention @mention Da Michi is seina Zeid voraus und i's scho beim drittn Adpfent
@mention	O
@mention	O
Da	O
Michi	B-PER
is	O
seina	O
Zeid	O
voraus	O
und	O
i's	O
scho	O
beim	O
drittn	O
Adpfent	O

# newdoc id = bar_tweet_1611305881643225088
# sent_id = bar_tweet_1611305881643225088-1
# text = @mention Heind kumma di 3 bay. Kini af Wech zur Krippn a dahoam vorbei .
@mention	O
Heind	O
kumma	O
di	O
3	O
bay.	B-LOCderiv
Kini	O
af	O
Wech	O
zur	O
Krippn	O
a	O
dahoam	O
vorbei	O
.	O

# sent_id = bar_tweet_1611305881643225088-2
# text = Da Wiggerl bringt an Deggl frische Weißwürscht , da Max hod in Händlmaier dabei .
Da	O
Wiggerl	B-PER
bringt	O
an	O
Deggl	O
frische	O
Weißwürscht	O
,	O
da	O
Max	B-PER
hod	O
in	O
Händlmaier	B-ORG
dabei	O
.	O

# sent_id = bar_tweet_1611305881643225088-3
# text = Und da schwoarze Franz-Josef der schleppt a Tragl Augustina mit .
Und	O
da	O
schwoarze	O
Franz-Josef	B-PER
der	O
schleppt	O
a	O
Tragl	O
Augustina	B-MISC
mit	O
.	O

# sent_id = bar_tweet_1611305881643225088-4
# text = Grod guad , dass di Zenz d’ Brezn nachedragt . https://t.co/yz3Iz3HTop
Grod	O
guad	O
,	O
dass	O
di	O
Zenz	O
d’	O
Brezn	O
nachedragt	O
.	O
https://t.co/yz3Iz3HTop	O

# newdoc id = bar_tweet_1201901846744485888
# sent_id = bar_tweet_1201901846744485888-1
# text = So ich mach ma etz glei a mal a halbe af !
So	O
ich	O
mach	O
ma	O
etz	O
glei	O
a	O
mal	O
a	O
halbe	O
af	O
!	O

# sent_id = bar_tweet_1201901846744485888-2
# text = Prost leit !
Prost	O
leit	O
!	O

# newdoc id = bar_tweet_290153591744913409
# sent_id = bar_tweet_290153591744913409-1
# text = Es gibt nix geileres ois haare waschen beim frisör ;))
Es	O
gibt	O
nix	O
geileres	O
ois	O
haare	O
waschen	O
beim	O
frisör	O
;))	O

# newdoc id = bar_tweet_1243943177582764032
# sent_id = bar_tweet_1243943177582764032-1
# text = In a’bissal mehr wia 24 h woas ‘ i wer mei neia Chef werd 🤔 #kommunalwahl2020
In	O
a’bissal	O
mehr	O
wia	O
24	O
h	O
woas	O
‘	O
i	O
wer	O
mei	O
neia	O
Chef	O
werd	O
🤔	O
#kommunalwahl2020	O

# newdoc id = bar_tweet_1633746713000255488
# sent_id = bar_tweet_1633746713000255488-1
# text = @mention Mit Kardoffesolot 😋 oda Semme geht a guad .
@mention	O
Mit	O
Kardoffesolot	O
😋	O
oda	O
Semme	O
geht	O
a	O
guad	O
.	O

# newdoc id = bar_tweet_1431259065716465672
# sent_id = bar_tweet_1431259065716465672-1
# text = RT @mention : @mention @mention @mention Freili 💪 😎 emfois a scheens Wochanend fia di 🥳 😍 😂 😂 😂
RT	O
@mention	O
:	O
@mention	O
@mention	O
@mention	O
Freili	O
💪	O
😎	O
emfois	O
a	O
scheens	O
Wochanend	O
fia	O
di	O
🥳	O
😍	O
😂	O
😂	O
😂	O

# newdoc id = bar_tweet_1651481475571695618
# sent_id = bar_tweet_1651481475571695618-1
# text = neine vormiddog is
neine	O
vormiddog	O
is	O

# newdoc id = bar_tweet_1051695930892795907
# sent_id = bar_tweet_1051695930892795907-1
# text = @mention Då ham se si beschwert , dass då aa Wörta gschriem san , de ‘ s ned vastengan ...
@mention	O
Då	O
ham	O
se	O
si	O
beschwert	O
,	O
dass	O
då	O
aa	O
Wörta	O
gschriem	O
san	O
,	O
de	O
‘	O
s	O
ned	O
vastengan	O
...	O

# sent_id = bar_tweet_1051695930892795907-2
# text = Gschråppn zum Beischbui 🙂 Ja mei .
Gschråppn	O
zum	O
Beischbui	O
🙂	O
Ja	O
mei	O
.	O

# newdoc id = bar_tweet_1338045876174991360
# sent_id = bar_tweet_1338045876174991360-1
# text = Darf man heute vier Weisswürschd und muss man nach der dritten Wurschd aufhören ?
Darf	O
man	O
heute	O
vier	O
Weisswürschd	O
und	O
muss	O
man	O
nach	O
der	O
dritten	O
Wurschd	O
aufhören	O
?	O

# sent_id = bar_tweet_1338045876174991360-2
# text = Es waar no Sembft am Della .
Es	O
waar	O
no	O
Sembft	O
am	O
Della	O
.	O

# newdoc id = bar_tweet_1649382644797325314
# sent_id = bar_tweet_1649382644797325314-1
# text = zwoa am nommedog is
zwoa	O
am	O
nommedog	O
is	O

# newdoc id = bar_tweet_309908997207642112
# sent_id = bar_tweet_309908997207642112-1
# text = @mention hahahaha da julian ^^
@mention	O
hahahaha	O
da	O
julian	B-PER
^^	O

# newdoc id = bar_tweet_1338504854545850368
# sent_id = bar_tweet_1338504854545850368-1
# text = Der war guat 😂 😂 😂 https://t.co/qTlnAFxueH
Der	O
war	O
guat	O
😂	O
😂	O
😂	O
https://t.co/qTlnAFxueH	O

# newdoc id = bar_tweet_1347925278694236160
# sent_id = bar_tweet_1347925278694236160-1
# text = @mention Is a woa .
@mention	O
Is	O
a	O
woa	O
.	O

# newdoc id = bar_tweet_1158663585008148480
# sent_id = bar_tweet_1158663585008148480-1
# text = Bei manchng Leit denkst dr a : wemma d Leit und ‘ s Viach vergleicht , schdeigd da Viachpreis !
Bei	O
manchng	O
Leit	O
denkst	O
dr	O
a	O
:	O
wemma	O
d	O
Leit	O
und	O
‘	O
s	O
Viach	O
vergleicht	O
,	O
schdeigd	O
da	O
Viachpreis	O
!	O

# sent_id = bar_tweet_1158663585008148480-2
# text = #glaubstas
#glaubstas	O

# newdoc id = bar_tweet_1649442547285078019
# sent_id = bar_tweet_1649442547285078019-1
# text = @mention A rostigs Windspui midana Gloskugel 🥹
@mention	O
A	O
rostigs	O
Windspui	O
midana	O
Gloskugel	O
🥹	O

# newdoc id = bar_tweet_1659483855215108098
# sent_id = bar_tweet_1659483855215108098-1
# text = RT @mention : Etzad gibt's a lokale Erhitzung .
RT	O
@mention	O
:	O
Etzad	O
gibt's	O
a	O
lokale	O
Erhitzung	O
.	O

# sent_id = bar_tweet_1659483855215108098-2
# text = Wei' a Suppm brauchst scho , bei dem Weda . https://t.co/fd4iTUjUbG
Wei'	O
a	O
Suppm	O
brauchst	O
scho	O
,	O
bei	O
dem	O
Weda	O
.	O
https://t.co/fd4iTUjUbG	O

# newdoc id = bar_tweet_1640325081745305601
# sent_id = bar_tweet_1640325081745305601-1
# text = @mention Mei so treuer Blick I dat weich wern
@mention	O
Mei	O
so	O
treuer	O
Blick	O
I	O
dat	O
weich	O
wern	O

# newdoc id = bar_tweet_1299227998021967872
# sent_id = bar_tweet_1299227998021967872-1
# text = @mention Schod ... https://t.co/yZKM6RJpFA
@mention	O
Schod	O
...	O
https://t.co/yZKM6RJpFA	O

# newdoc id = bar_tweet_1567918724266741762
# sent_id = bar_tweet_1567918724266741762-1
# text = @mention @mention @mention @mention Bei mir war des a Fuchzgal , mit so am elegant gehauchten ch , mehr so a Fuhzgal .
@mention	O
@mention	O
@mention	O
@mention	O
Bei	O
mir	O
war	O
des	O
a	O
Fuchzgal	O
,	O
mit	O
so	O
am	O
elegant	O
gehauchten	O
ch	O
,	O
mehr	O
so	O
a	O
Fuhzgal	O
.	O

# sent_id = bar_tweet_1567918724266741762-2
# text = Oiso koa schwaars Tiroler ch , wenns wissts wos i moan .
Oiso	O
koa	O
schwaars	O
Tiroler	B-LOCderiv
ch	O
,	O
wenns	O
wissts	O
wos	O
i	O
moan	O
.	O

# newdoc id = bar_tweet_609977216148090880
# sent_id = bar_tweet_609977216148090880-1
# text = @mention @mention bei uns is gestern oans scho do gwen und hod se dann wieda vazog’n …
@mention	O
@mention	O
bei	O
uns	O
is	O
gestern	O
oans	O
scho	O
do	O
gwen	O
und	O
hod	O
se	O
dann	O
wieda	O
vazog’n	O
…	O

# newdoc id = bar_tweet_1630643364088430607
# sent_id = bar_tweet_1630643364088430607-1
# text = @mention @mention 🇩🇪 Sitzheizung heißt ja eigentlich 🇦🇹 Popscherlwärmer ! ( miaß ma hiazn olle Woch’ an Vokabeltest 🇩🇪 / 🇦🇹 moch’n ? ) 👉
@mention	O
@mention	O
🇩🇪	B-LOC
Sitzheizung	O
heißt	O
ja	O
eigentlich	O
🇦🇹	B-LOC
Popscherlwärmer	O
!	O
(	O
miaß	O
ma	O
hiazn	O
olle	O
Woch’	O
an	O
Vokabeltest	O
🇩🇪	B-LOC
/	O
🇦🇹	B-LOC
moch’n	O
?	O
)	O
👉	O

# newdoc id = bar_tweet_1242320560316657665
# sent_id = bar_tweet_1242320560316657665-1
# text = @mention Guad Moing Gitte klar , jawui grod nomoi eigschenkt ☕️ ☕️ #IHMHK #GsundBleim
@mention	O
Guad	O
Moing	O
Gitte	B-PER
klar	O
,	O
jawui	O
grod	O
nomoi	O
eigschenkt	O
☕️	O
☕️	O
#IHMHK	O
#GsundBleim	O

# newdoc id = bar_tweet_1622715809167540253
# sent_id = bar_tweet_1622715809167540253-1
# text = @mention @mention @mention @mention @mention g’räuchert vs. ei’graucht
@mention	O
@mention	O
@mention	O
@mention	O
@mention	O
g’räuchert	O
vs.	O
ei’graucht	O

# newdoc id = bar_tweet_783292532289667072
# sent_id = bar_tweet_783292532289667072-1
# text = @mention Servus , bis boid und hey : Dua nix wos i ned a dadad 😉
@mention	O
Servus	O
,	O
bis	O
boid	O
und	O
hey	O
:	O
Dua	O
nix	O
wos	O
i	O
ned	O
a	O
dadad	O
😉	O

# newdoc id = bar_tweet_1630322192146636800
# sent_id = bar_tweet_1630322192146636800-1
# text = @mention Super guad war des . 😊
@mention	O
Super	O
guad	O
war	O
des	O
.	O
😊	O

# newdoc id = bar_tweet_1651979148288569345
# sent_id = bar_tweet_1651979148288569345-1
# text = @mention 💡 💡 💡 hob i friahrans ned braucht , aba wann da Klimawandel so weidamacht , muaß i mir woih so wos kaffa ... 😕
@mention	O
💡	O
💡	O
💡	O
hob	O
i	O
friahrans	O
ned	O
braucht	O
,	O
aba	O
wann	O
da	O
Klimawandel	O
so	O
weidamacht	O
,	O
muaß	O
i	O
mir	O
woih	O
so	O
wos	O
kaffa	O
...	O
😕	O

# newdoc id = bar_tweet_1079885898299441158
# sent_id = bar_tweet_1079885898299441158-1
# text = @mention Merci Michi , bleib wiasd bisd , wos anders bleibd da eeh ned ....
@mention	O
Merci	O
Michi	B-PER
,	O
bleib	O
wiasd	O
bisd	O
,	O
wos	O
anders	O
bleibd	O
da	O
eeh	O
ned	O
....	O

# newdoc id = bar_tweet_1638774468469465088
# sent_id = bar_tweet_1638774468469465088-1
# text = Guad Moing Olle Lieabn Wauzerl Freunde mit ❤️ 🤗 ☕ ☕ ☕ ☕ ☕ ☕ an Guaden Donnersdog wünsch und Passt guad auf Eich Auf Bitteschön .
Guad	O
Moing	O
Olle	O
Lieabn	O
Wauzerl	O
Freunde	O
mit	O
❤️	O
🤗	O
☕	O
☕	O
☕	O
☕	O
☕	O
☕	O
an	O
Guaden	O
Donnersdog	O
wünsch	O
und	O
Passt	O
guad	O
auf	O
Eich	O
Auf	O
Bitteschön	O
.	O

# sent_id = bar_tweet_1638774468469465088-2
# text = LIEABE GRIASS 😉 👋 https://t.co/FznaUaao1D
LIEABE	O
GRIASS	O
😉	O
👋	O
https://t.co/FznaUaao1D	O

# newdoc id = bar_tweet_347088744618270722
# sent_id = bar_tweet_347088744618270722-1
# text = Unser Shirt zum Event : " Is da Weg länger wia da Karrn , werd gfahrn ! " - Am Wochnend bei uns am Standl aufm Tölzer ... http://t.co/vBlUPO3zCW
Unser	O
Shirt	O
zum	O
Event	O
:	O
"	O
Is	O
da	O
Weg	O
länger	O
wia	O
da	O
Karrn	O
,	O
werd	O
gfahrn	O
!	O
"	O
-	O
Am	O
Wochnend	O
bei	O
uns	O
am	O
Standl	O
aufm	O
Tölzer	B-LOC
...	O
http://t.co/vBlUPO3zCW	O

# newdoc id = bar_tweet_324204076336312322
# sent_id = bar_tweet_324204076336312322-1
# text = @mention hahaha schau ma amoi ob des wos wird ^^
@mention	O
hahaha	O
schau	O
ma	O
amoi	O
ob	O
des	O
wos	O
wird	O
^^	O

# newdoc id = bar_tweet_1656532255165018112
# sent_id = bar_tweet_1656532255165018112-1
# text = hoiwe achte in da frua is
hoiwe	O
achte	O
in	O
da	O
frua	O
is	O

# newdoc id = bar_tweet_635378205285818369
# sent_id = bar_tweet_635378205285818369-1
# text = Mei Hobby zur Zeit : zuanehma ;) aber s' essn macht hoid a soooo vui Schbass ! 󾌳󾥵󾥫󾥢󾥺 http://t.co/7Gl5N2gtDu
Mei	O
Hobby	O
zur	O
Zeit	O
:	O
zuanehma	O
;)	O
aber	O
s'	O
essn	O
macht	O
hoid	O
a	O
soooo	O
vui	O
Schbass	O
!	O
󾌳󾥵󾥫󾥢󾥺	O
http://t.co/7Gl5N2gtDu	O

# newdoc id = bar_tweet_1651685318079180811
# sent_id = bar_tweet_1651685318079180811-1
# text = hoiwe eife afd nocht is
hoiwe	O
eife	O
afd	O
nocht	O
is	O

# newdoc id = bar_tweet_1538769857554092038
# sent_id = bar_tweet_1538769857554092038-1
# text = @mention @mention Lustig is ja , dass ma die Bürger arbatn lasst .
@mention	O
@mention	O
Lustig	O
is	O
ja	O
,	O
dass	O
ma	O
die	O
Bürger	O
arbatn	O
lasst	O
.	O

# sent_id = bar_tweet_1538769857554092038-2
# text = Die Daten san ja alle scho da im Grundbuch .
Die	O
Daten	O
san	O
ja	O
alle	O
scho	O
da	O
im	O
Grundbuch	O
.	O

# sent_id = bar_tweet_1538769857554092038-3
# text = Nur eigebn sollns de Leit .
Nur	O
eigebn	O
sollns	O
de	O
Leit	O
.	O

# sent_id = bar_tweet_1538769857554092038-4
# text = Und hinterher derfans de Beamten überprüfen , ob's ned an Schmarrn eigebn ham .
Und	O
hinterher	O
derfans	O
de	O
Beamten	O
überprüfen	O
,	O
ob's	O
ned	O
an	O
Schmarrn	O
eigebn	O
ham	O
.	O

# sent_id = bar_tweet_1538769857554092038-5
# text = Wer si des ausdenkt hod ?
Wer	O
si	O
des	O
ausdenkt	O
hod	O
?	O

# sent_id = bar_tweet_1538769857554092038-6
# text = I glaub der Alois Hingerl sitzt immer noch im Hofbräuhaus .
I	O
glaub	O
der	O
Alois	B-PER
Hingerl	I-PER
sitzt	O
immer	O
noch	O
im	O
Hofbräuhaus	B-LOC
.	O

# newdoc id = bar_tweet_1563404222070067200
# sent_id = bar_tweet_1563404222070067200-1
# text = @mention De nexte Somma kumt bstimmt .
@mention	O
De	O
nexte	O
Somma	O
kumt	O
bstimmt	O
.	O

# sent_id = bar_tweet_1563404222070067200-2
# text = Fang scho o zum trainieren , Frank …
Fang	O
scho	O
o	O
zum	O
trainieren	O
,	O
Frank	B-PER
…	O

# sent_id = bar_tweet_1563404222070067200-3
# text = Zwoa Maß gib i aus . 🍺 🍺 ☺️
Zwoa	O
Maß	O
gib	O
i	O
aus	O
.	O
🍺	O
🍺	O
☺️	O

# sent_id = bar_tweet_1563404222070067200-4
# text = Liabn Gruaß und a verträglichs Wochnend gwünscht .
Liabn	O
Gruaß	O
und	O
a	O
verträglichs	O
Wochnend	O
gwünscht	O
.	O

# sent_id = bar_tweet_1563404222070067200-5
# text = #ZuavasichtLohntGwissImma
#ZuavasichtLohntGwissImma	O

# newdoc id = bar_tweet_1102096736569442304
# sent_id = bar_tweet_1102096736569442304-1
# text = @mention Was interessant ist : bei Zulassung wird ned de Höchstleistung bei einem E-Motorradl berücksichtigt , sondern de niedrigere Langzeitleistung .
@mention	O
Was	O
interessant	O
ist	O
:	O
bei	O
Zulassung	O
wird	O
ned	O
de	O
Höchstleistung	O
bei	O
einem	O
E-Motorradl	O
berücksichtigt	O
,	O
sondern	O
de	O
niedrigere	O
Langzeitleistung	O
.	O

# sent_id = bar_tweet_1102096736569442304-2
# text = So kinnan junge Leit vui Leistung vor da Eisdiele oder Disco haben .
So	O
kinnan	O
junge	O
Leit	O
vui	O
Leistung	O
vor	O
da	O
Eisdiele	O
oder	O
Disco	O
haben	O
.	O

# sent_id = bar_tweet_1102096736569442304-3
# text = Wenns des 30 , 35 Jahr eher erfunden hättten-heidzdogs iss ma wurscht .
Wenns	O
des	O
30	O
,	O
35	O
Jahr	O
eher	O
erfunden	O
hättten-heidzdogs	O
iss	O
ma	O
wurscht	O
.	O

# newdoc id = bar_tweet_1075084309143392256
# sent_id = bar_tweet_1075084309143392256-1
# text = Jawoi . s' geht weida . https://t.co/qY7TTCQ0DP
Jawoi	O
.	O
s'	O
geht	O
weida	O
.	O
https://t.co/qY7TTCQ0DP	O

# newdoc id = bar_tweet_1554918579409149954
# sent_id = bar_tweet_1554918579409149954-1
# text = @mention @mention @mention sicha ned !
@mention	O
@mention	O
@mention	O
sicha	O
ned	O
!	O

# sent_id = bar_tweet_1554918579409149954-2
# text = ( Wiener Ausdruck der “ zur Kenntnisnahme , aber isma Wuascht ) . sorry - S ‘ geht hoit afoch ned .
(	O
Wiener	B-LOCderiv
Ausdruck	O
der	O
“	O
zur	O
Kenntnisnahme	O
,	O
aber	O
isma	O
Wuascht	O
)	O
.	O
sorry	O
-	O
S	O
‘	O
geht	O
hoit	O
afoch	O
ned	O
.	O

# newdoc id = bar_tweet_801656935414173696
# sent_id = bar_tweet_801656935414173696-1
# text = Moing Minga , Moing Donnersdog , is scho fast Endspurt de zwoa Dog bring ma mia a no rum 😊
Moing	O
Minga	B-LOC
,	O
Moing	O
Donnersdog	O
,	O
is	O
scho	O
fast	O
Endspurt	O
de	O
zwoa	O
Dog	O
bring	O
ma	O
mia	O
a	O
no	O
rum	O
😊	O

# newdoc id = bar_tweet_1647512810895581186
# sent_id = bar_tweet_1647512810895581186-1
# text = https://t.co/qPt3c4SJfI Guad Moing Olle Lieabn Tierfreunde mit 🤗 ❤️ auf gats a weng Bewegung Heit is jo Sonndog 😉
https://t.co/qPt3c4SJfI	O
Guad	O
Moing	O
Olle	O
Lieabn	O
Tierfreunde	O
mit	O
🤗	O
❤️	O
auf	O
gats	O
a	O
weng	O
Bewegung	O
Heit	O
is	O
jo	O
Sonndog	O
😉	O

# newdoc id = bar_tweet_28911255870
# sent_id = bar_tweet_28911255870-1
# text = ui a neis Video schleicht durchs www !!!! http://fb.me/J8eNNirq
ui	O
a	O
neis	O
Video	O
schleicht	O
durchs	O
www	O
!!!!	O
http://fb.me/J8eNNirq	O

# newdoc id = bar_tweet_1430795207495270400
# sent_id = bar_tweet_1430795207495270400-1
# text = @mention Guad Moang Gitte , i glab mei beitrag auf Twitter hat gefruchtet
@mention	O
Guad	O
Moang	O
Gitte	B-PER
,	O
i	O
glab	O
mei	O
beitrag	O
auf	O
Twitter	B-ORG
hat	O
gefruchtet	O

# newdoc id = bar_tweet_1652383179649564673
# sent_id = bar_tweet_1652383179649564673-1
# text = @mention @mention Is Draisina für altes klappriges Fahrradl bei eich no gebräuchlich ?
@mention	O
@mention	O
Is	O
Draisina	O
für	O
altes	O
klappriges	O
Fahrradl	O
bei	O
eich	O
no	O
gebräuchlich	O
?	O

# sent_id = bar_tweet_1652383179649564673-2
# text = Bei uns wird des Wort no genutzt .
Bei	O
uns	O
wird	O
des	O
Wort	O
no	O
genutzt	O
.	O

# newdoc id = bar_tweet_1317494111717425153
# sent_id = bar_tweet_1317494111717425153-1
# text = @mention @mention Is a ned erstrebenswert .
@mention	O
@mention	O
Is	O
a	O
ned	O
erstrebenswert	O
.	O

# sent_id = bar_tweet_1317494111717425153-2
# text = I sog des aa am jeden , der's ned hearn wui do in Wien .
I	O
sog	O
des	O
aa	O
am	O
jeden	O
,	O
der's	O
ned	O
hearn	O
wui	O
do	O
in	O
Wien	B-LOC
.	O

# sent_id = bar_tweet_1317494111717425153-3
# text = Kummt immer recht guad oo :-) Mei groß Glück is , dass i a Bayer bin , do is ma scho oana vo de Guadn :-)
